600012.SH,1000SW1交通运输
600017.SH,1000SW1交通运输
600020.SH,1000SW1交通运输
600033.SH,1000SW1交通运输
600057.SH,1000SW1交通运输
600125.SH,1000SW1交通运输
600179.SH,1000SW1交通运输
600269.SH,1000SW1交通运输
600428.SH,1000SW1交通运输
600548.SH,1000SW1交通运输
600717.SH,1000SW1交通运输
600751.SH,1000SW1交通运输
600787.SH,1000SW1交通运输
601022.SH,1000SW1交通运输
601083.SH,1000SW1交通运输
601107.SH,1000SW1交通运输
601326.SH,1000SW1交通运输
601333.SH,1000SW1交通运输
601975.SH,1000SW1交通运输
603128.SH,1000SW1交通运输
603162.SH,1000SW1交通运输
603565.SH,1000SW1交通运输
603713.SH,1000SW1交通运输
603871.SH,1000SW1交通运输
000088.SZ,1000SW1交通运输
000089.SZ,1000SW1交通运输
000099.SZ,1000SW1交通运输
000429.SZ,1000SW1交通运输
000557.SZ,1000SW1交通运输
000582.SZ,1000SW1交通运输
000828.SZ,1000SW1交通运输
001213.SZ,1000SW1交通运输
002010.SZ,1000SW1交通运输
002320.SZ,1000SW1交通运输
002468.SZ,1000SW1交通运输
002928.SZ,1000SW1交通运输
600037.SH,1000SW1传媒
600556.SH,1000SW1传媒
600633.SH,1000SW1传媒
600640.SH,1000SW1传媒
600757.SH,1000SW1传媒
600986.SH,1000SW1传媒
600996.SH,1000SW1传媒
601595.SH,1000SW1传媒
601801.SH,1000SW1传媒
601811.SH,1000SW1传媒
601900.SH,1000SW1传媒
601921.SH,1000SW1传媒
601949.SH,1000SW1传媒
603103.SH,1000SW1传媒
603466.SH,1000SW1传媒
603533.SH,1000SW1传媒
603888.SH,1000SW1传媒
605168.SH,1000SW1传媒
605577.SH,1000SW1传媒
000156.SZ,1000SW1传媒
000676.SZ,1000SW1传媒
000681.SZ,1000SW1传媒
000719.SZ,1000SW1传媒
000917.SZ,1000SW1传媒
002174.SZ,1000SW1传媒
002291.SZ,1000SW1传媒
002292.SZ,1000SW1传媒
002354.SZ,1000SW1传媒
002400.SZ,1000SW1传媒
002605.SZ,1000SW1传媒
300027.SZ,1000SW1传媒
300031.SZ,1000SW1传媒
300113.SZ,1000SW1传媒
300133.SZ,1000SW1传媒
300182.SZ,1000SW1传媒
300315.SZ,1000SW1传媒
300459.SZ,1000SW1传媒
300770.SZ,1000SW1传媒
301171.SZ,1000SW1传媒
301262.SZ,1000SW1传媒
600116.SH,1000SW1公用事业
600163.SH,1000SW1公用事业
600452.SH,1000SW1公用事业
600475.SH,1000SW1公用事业
600509.SH,1000SW1公用事业
600635.SH,1000SW1公用事业
600780.SH,1000SW1公用事业
600821.SH,1000SW1公用事业
600903.SH,1000SW1公用事业
601222.SH,1000SW1公用事业
601619.SH,1000SW1公用事业
601778.SH,1000SW1公用事业
601908.SH,1000SW1公用事业
603393.SH,1000SW1公用事业
603693.SH,1000SW1公用事业
605011.SH,1000SW1公用事业
605090.SH,1000SW1公用事业
605368.SH,1000SW1公用事业
000543.SZ,1000SW1公用事业
000600.SZ,1000SW1公用事业
000690.SZ,1000SW1公用事业
000767.SZ,1000SW1公用事业
000791.SZ,1000SW1公用事业
000875.SZ,1000SW1公用事业
000899.SZ,1000SW1公用事业
000966.SZ,1000SW1公用事业
001258.SZ,1000SW1公用事业
001376.SZ,1000SW1公用事业
002015.SZ,1000SW1公用事业
002053.SZ,1000SW1公用事业
002060.SZ,1000SW1公用事业
002267.SZ,1000SW1公用事业
002617.SZ,1000SW1公用事业
002911.SZ,1000SW1公用事业
600195.SH,1000SW1农林牧渔
600201.SH,1000SW1农林牧渔
600313.SH,1000SW1农林牧渔
601952.SH,1000SW1农林牧渔
603477.SH,1000SW1农林牧渔
603566.SH,1000SW1农林牧渔
603609.SH,1000SW1农林牧渔
605296.SH,1000SW1农林牧渔
688526.SH,1000SW1农林牧渔
000019.SZ,1000SW1农林牧渔
000735.SZ,1000SW1农林牧渔
000930.SZ,1000SW1农林牧渔
002041.SZ,1000SW1农林牧渔
002100.SZ,1000SW1农林牧渔
002215.SZ,1000SW1农林牧渔
002458.SZ,1000SW1农林牧渔
002567.SZ,1000SW1农林牧渔
002891.SZ,1000SW1农林牧渔
300087.SZ,1000SW1农林牧渔
300119.SZ,1000SW1农林牧渔
300761.SZ,1000SW1农林牧渔
600055.SH,1000SW1医药生物
600211.SH,1000SW1医药生物
600216.SH,1000SW1医药生物
600252.SH,1000SW1医药生物
600267.SH,1000SW1医药生物
600285.SH,1000SW1医药生物
600420.SH,1000SW1医药生物
600422.SH,1000SW1医药生物
600557.SH,1000SW1医药生物
600572.SH,1000SW1医药生物
600587.SH,1000SW1医药生物
600645.SH,1000SW1医药生物
600664.SH,1000SW1医药生物
600750.SH,1000SW1医药生物
600771.SH,1000SW1医药生物
600812.SH,1000SW1医药生物
600976.SH,1000SW1医药生物
600993.SH,1000SW1医药生物
601089.SH,1000SW1医药生物
603108.SH,1000SW1医药生物
603229.SH,1000SW1医药生物
603301.SH,1000SW1医药生物
603368.SH,1000SW1医药生物
603439.SH,1000SW1医药生物
603567.SH,1000SW1医药生物
605116.SH,1000SW1医药生物
605507.SH,1000SW1医药生物
688016.SH,1000SW1医药生物
688029.SH,1000SW1医药生物
688050.SH,1000SW1医药生物
688062.SH,1000SW1医药生物
688076.SH,1000SW1医药生物
688091.SH,1000SW1医药生物
688105.SH,1000SW1医药生物
688131.SH,1000SW1医药生物
688139.SH,1000SW1医药生物
688166.SH,1000SW1医药生物
688177.SH,1000SW1医药生物
688185.SH,1000SW1医药生物
688192.SH,1000SW1医药生物
688235.SH,1000SW1医药生物
688266.SH,1000SW1医药生物
688289.SH,1000SW1医药生物
688298.SH,1000SW1医药生物
688315.SH,1000SW1医药生物
688321.SH,1000SW1医药生物
688336.SH,1000SW1医药生物
688351.SH,1000SW1医药生物
688366.SH,1000SW1医药生物
688389.SH,1000SW1医药生物
688443.SH,1000SW1医药生物
688575.SH,1000SW1医药生物
688658.SH,1000SW1医药生物
688690.SH,1000SW1医药生物
688739.SH,1000SW1医药生物
000028.SZ,1000SW1医药生物
000597.SZ,1000SW1医药生物
000650.SZ,1000SW1医药生物
000756.SZ,1000SW1医药生物
000766.SZ,1000SW1医药生物
000813.SZ,1000SW1医药生物
000915.SZ,1000SW1医药生物
000950.SZ,1000SW1医药生物
002004.SZ,1000SW1医药生物
002020.SZ,1000SW1医药生物
002038.SZ,1000SW1医药生物
002099.SZ,1000SW1医药生物
002219.SZ,1000SW1医药生物
002275.SZ,1000SW1医药生物
002317.SZ,1000SW1医药生物
002332.SZ,1000SW1医药生物
002349.SZ,1000SW1医药生物
002390.SZ,1000SW1医药生物
002399.SZ,1000SW1医药生物
002550.SZ,1000SW1医药生物
002581.SZ,1000SW1医药生物
002675.SZ,1000SW1医药生物
002727.SZ,1000SW1医药生物
002737.SZ,1000SW1医药生物
002755.SZ,1000SW1医药生物
002773.SZ,1000SW1医药生物
002901.SZ,1000SW1医药生物
300026.SZ,1000SW1医药生物
300039.SZ,1000SW1医药生物
300049.SZ,1000SW1医药生物
300171.SZ,1000SW1医药生物
300181.SZ,1000SW1医药生物
300244.SZ,1000SW1医药生物
300294.SZ,1000SW1医药生物
300298.SZ,1000SW1医药生物
300357.SZ,1000SW1医药生物
300363.SZ,1000SW1医药生物
300406.SZ,1000SW1医药生物
300463.SZ,1000SW1医药生物
300482.SZ,1000SW1医药生物
300633.SZ,1000SW1医药生物
300685.SZ,1000SW1医药生物
300702.SZ,1000SW1医药生物
300705.SZ,1000SW1医药生物
300723.SZ,1000SW1医药生物
300725.SZ,1000SW1医药生物
300841.SZ,1000SW1医药生物
300869.SZ,1000SW1医药生物
301015.SZ,1000SW1医药生物
301047.SZ,1000SW1医药生物
301087.SZ,1000SW1医药生物
301207.SZ,1000SW1医药生物
301239.SZ,1000SW1医药生物
301246.SZ,1000SW1医药生物
301293.SZ,1000SW1医药生物
301363.SZ,1000SW1医药生物
301367.SZ,1000SW1医药生物
600058.SH,1000SW1商贸零售
600710.SH,1000SW1商贸零售
600729.SH,1000SW1商贸零售
600827.SH,1000SW1商贸零售
603123.SH,1000SW1商贸零售
000058.SZ,1000SW1商贸零售
000061.SZ,1000SW1商贸零售
000829.SZ,1000SW1商贸零售
002091.SZ,1000SW1商贸零售
002127.SZ,1000SW1商贸零售
002183.SZ,1000SW1商贸零售
002315.SZ,1000SW1商贸零售
002416.SZ,1000SW1商贸零售
002697.SZ,1000SW1商贸零售
300755.SZ,1000SW1商贸零售
301078.SZ,1000SW1商贸零售
301381.SZ,1000SW1商贸零售
301558.SZ,1000SW1商贸零售
600562.SH,1000SW1国防军工
600967.SH,1000SW1国防军工
601606.SH,1000SW1国防军工
601890.SH,1000SW1国防军工
603267.SH,1000SW1国防军工
603678.SH,1000SW1国防军工
605123.SH,1000SW1国防军工
688439.SH,1000SW1国防军工
688522.SH,1000SW1国防军工
688523.SH,1000SW1国防军工
688586.SH,1000SW1国防军工
688629.SH,1000SW1国防军工
688776.SH,1000SW1国防军工
002023.SZ,1000SW1国防军工
002151.SZ,1000SW1国防军工
002389.SZ,1000SW1国防军工
002446.SZ,1000SW1国防军工
002651.SZ,1000SW1国防军工
002985.SZ,1000SW1国防军工
003009.SZ,1000SW1国防军工
300034.SZ,1000SW1国防军工
300045.SZ,1000SW1国防军工
300101.SZ,1000SW1国防军工
300123.SZ,1000SW1国防军工
300527.SZ,1000SW1国防军工
300726.SZ,1000SW1国防军工
300762.SZ,1000SW1国防军工
300775.SZ,1000SW1国防军工
300777.SZ,1000SW1国防军工
301050.SZ,1000SW1国防军工
600063.SH,1000SW1基础化工
600075.SH,1000SW1基础化工
600273.SH,1000SW1基础化工
600328.SH,1000SW1基础化工
600331.SH,1000SW1基础化工
600389.SH,1000SW1基础化工
600409.SH,1000SW1基础化工
600596.SH,1000SW1基础化工
600618.SH,1000SW1基础化工
600623.SH,1000SW1基础化工
600810.SH,1000SW1基础化工
600866.SH,1000SW1基础化工
600929.SH,1000SW1基础化工
601208.SH,1000SW1基础化工
601678.SH,1000SW1基础化工
603033.SH,1000SW1基础化工
603227.SH,1000SW1基础化工
603281.SH,1000SW1基础化工
603299.SH,1000SW1基础化工
603505.SH,1000SW1基础化工
603599.SH,1000SW1基础化工
603612.SH,1000SW1基础化工
605020.SH,1000SW1基础化工
605589.SH,1000SW1基础化工
688300.SH,1000SW1基础化工
688639.SH,1000SW1基础化工
000420.SZ,1000SW1基础化工
000422.SZ,1000SW1基础化工
000881.SZ,1000SW1基础化工
000902.SZ,1000SW1基础化工
000990.SZ,1000SW1基础化工
002068.SZ,1000SW1基础化工
002096.SZ,1000SW1基础化工
002108.SZ,1000SW1基础化工
002145.SZ,1000SW1基础化工
002226.SZ,1000SW1基础化工
002254.SZ,1000SW1基础化工
002258.SZ,1000SW1基础化工
002274.SZ,1000SW1基础化工
002312.SZ,1000SW1基础化工
002324.SZ,1000SW1基础化工
002326.SZ,1000SW1基础化工
002497.SZ,1000SW1基础化工
002539.SZ,1000SW1基础化工
002545.SZ,1000SW1基础化工
002585.SZ,1000SW1基础化工
002588.SZ,1000SW1基础化工
002597.SZ,1000SW1基础化工
002895.SZ,1000SW1基础化工
300109.SZ,1000SW1基础化工
300180.SZ,1000SW1基础化工
300261.SZ,1000SW1基础化工
300596.SZ,1000SW1基础化工
300641.SZ,1000SW1基础化工
300741.SZ,1000SW1基础化工
300821.SZ,1000SW1基础化工
300910.SZ,1000SW1基础化工
301035.SZ,1000SW1基础化工
301069.SZ,1000SW1基础化工
301071.SZ,1000SW1基础化工
301090.SZ,1000SW1基础化工
301216.SZ,1000SW1基础化工
301565.SZ,1000SW1基础化工
603075.SH,1000SW1家用电器
603219.SH,1000SW1家用电器
603355.SH,1000SW1家用电器
605365.SH,1000SW1家用电器
688696.SH,1000SW1家用电器
000801.SZ,1000SW1家用电器
000810.SZ,1000SW1家用电器
002011.SZ,1000SW1家用电器
002242.SZ,1000SW1家用电器
002402.SZ,1000SW1家用电器
002668.SZ,1000SW1家用电器
002705.SZ,1000SW1家用电器
002959.SZ,1000SW1家用电器
300894.SZ,1000SW1家用电器
600449.SH,1000SW1建筑材料
